drug_a,drug_b,cell_line,synergy
60953,454216,OVCAR-3,-60
60953,104741,KM12,-60
60953,2187,OVCAR-4,-60
60953,3902,K-562,-60
60953,2662,TK10,-60
60953,123596,MCF7,-60
11683,45055483,DU-145,-60
11683,60198,HCT-15,-60
123631,216326,NCI-H522,-60
104741,657237,SF539,-60
104741,5284616,CAKI-1,-60
104741,5284616,OVCAR-4,-60
104741,5453,SK-OV-3,-60
104741,3011155,CAKI-1,-60
104741,2662,SN12C,-60
104741,644241,HOP-92,-60
104741,644241,MDA-MB-231,-60
2187,36314,SNB75,-60
2187,5394,SF295,-60
2187,119182,U251,-60
2187,104842,Hs-578-T,-60
2187,123596,BT-549,-60
2187,644241,BT-549,-60
2187,5352062,COLO-205,-60
2187,5352062,EKVX,-60
2187,5352062,SF539,-60
68740,444795,A498,-60
68740,5284616,MCF7,-60
68740,457193,786-0,-60
68740,119182,SK-MEL-28,-60
68740,5453,K-562,-60
68740,104842,U251,-60
68740,249332,SF539,-60
68740,3902,M14,-60
68740,123596,NCI-H522,-60
68740,644241,LOXIMVI,-60
68740,5329102,HCT-116,-60
3062316,657237,HCT-15,-60
3062316,5790,RPMI-8226,-60
3062316,457193,HCT-15,-60
3062316,60749,NCI-H226,-60
3062316,249332,U251,-60
3062316,3902,SF268,-60
3062316,3902,UACC-257,-60
6442177,5394,Hs-578-T,-60
6442177,60749,U251,-60
6442177,5453,UACC-257,-60
6442177,104842,SF268,-60
6442177,3902,U031,-60
6442177,123596,NCI-H522,-60
126941,104842,HL-60,-60
126941,6442177,SW620,-60
126941,5329102,SN12C,-60
126941,5352062,Hs-578-T,-60
126941,5352062,NCI-H322M,-60
123596,6252,HT-29,-60
123596,6252,NCI-H322M,-60
123596,3902,IGROV-1,-60
123596,2662,BT-549,-60
9941095,444795,NCI-H226,-60
9941095,5790,T47D,-60
9941095,60749,HCC2998,-60
9941095,60953,MDA-MB-231,-60
9941095,2662,DU-145,-60
9941095,3062316,KM12,-60
9941095,123596,DU-145,-60
644241,20279,EKVX,-60
644241,426756,Hs-578-T,-60
644241,426756,NCI-H522,-60
644241,241902,IGROV-1,-60
644241,241902,SF295,-60
644241,2187,U031,-60
644241,3902,TK10,-60
406563,20279,COLO-205,-60
406563,2733525,BT-549,-60
406563,426756,SK-OV-3,-60
406563,457193,HOP-92,-60
406563,3011155,IGROV-1,-60
406563,3902,UACC-62,-60
406563,6442177,BT-549,-60
406563,6442177,U031,-60
406563,123596,U031,-60
2478,72466,NCI-H322M,-60
2478,72466,SF295,-60
2478,36314,SW620,-60
2478,5394,OVCAR-3,-60
5329102,20279,K-562,-60
5329102,20279,MDA-MB-231,-60
5329102,457193,SF268,-60
5329102,5453,MDA-MB-468,-60
5329102,3011155,A549,-60
5329102,2662,RPMI-8226,-60
5329102,6442177,HCT-116,-60
5329102,9941095,UACC-257,-60
5329102,5352062,U251,-60
2723601,452548,U031,-60
2723601,11683,MDA-MB-231,-60
2723601,62770,NCI-H23,-60
2723601,62770,NCI-H522,-60
5352062,444795,OVCAR-8,-60
5352062,5284616,HT-29,-60
5352062,5394,RPMI-8226,-60
5352062,2662,LOXIMVI,-60
5352062,644241,A498,-60
148121,457193,LOXIMVI,-60
148121,6252,RPMI-8226,-60
148121,249332,HCT-116,-60
148121,9941095,NCI-H226,-60
148121,5352062,SN12C,-60
9703,20279,Hs-578-T,-60
9703,20279,SK-MEL-5,-60
9703,444795,SF268,-60
9703,77082,DU-145,-60
9703,5394,TK10,-60
9703,119182,BT-549,-60
9703,119182,NCI-H322M,-60
9703,6252,NCI-H322M,-60
9703,126941,CCRF-CEM,-60
3950,452548,HCC2998,-60
3950,45055483,NCI-H23,-60
3950,123631,HCT-15,-60
3950,216326,SK-MEL-28,-60
62770,4212,DU-145,-60
29327,657237,NCI-H522,-60
29327,2733525,U251,-60
29327,5284616,RPMI-8226,-60
29327,457193,HOP-92,-60
29327,3657,MCF7,-60
29327,3657,NCI-H226,-60
29327,4211,NCI-H23,-60
29327,119182,SK-MEL-28,-60
29327,60749,SF539,-60
29327,5453,OVCAR-3,-60
29327,249332,SK-MEL-28,-60
29327,5935,RPMI-8226,-60
460612,452548,KM12,-60
460612,36462,CAKI-1,-60
460612,3385,SF268,-60
460612,45055483,EKVX,-60
460612,45055483,LOXIMVI,-60
460612,60198,COLO-205,-60
460612,60198,SN12C,-60
460612,3950,KM12,-60
5799,5394,EKVX,-60
5799,60953,EKVX,-60
9444,20279,SK-MEL-28,-59
9444,5394,SK-MEL-5,-59
9444,249332,MDA-MB-231,-59
9444,249332,NCI-H226,-59
20279,5790,NCI-H322M,-59
20279,249332,RPMI-8226,-59
3690,657237,LOXIMVI,-59
3690,657237,SF268,-59
3690,77082,OVCAR-4,-59
3690,60749,HCT-15,-59
3690,60749,MCF7,-59
3690,5935,NCI-H226,-59
444795,657237,RXF393,-59
444795,5453,HT-29,-59
444795,249332,OVCAR-3,-59
444795,2662,MDA-MB-231,-59
444795,2662,SR,-59
444795,126941,NCI-H226,-59
452548,4212,OVCAR-4,-59
452548,45055483,OVCAR-4,-59
443939,20279,OVCAR-8,-59
443939,657237,Hs-578-T,-59
443939,657237,SF539,-59
443939,36314,NCI-H23,-59
443939,5790,EKVX,-59
443939,60749,EKVX,-59
443939,6252,HCT-116,-59
443939,6252,RPMI-8226,-59
443939,5453,CAKI-1,-59
443939,5311,HCT-116,-59
443939,60953,NCI-H23,-59
443939,644241,MDA-MB-231,-59
72466,20279,NCI-H522,-59
72466,5790,NCI-H23,-59
72466,457193,CCRF-CEM,-59
72466,60749,RXF393,-59
72466,104842,OVCAR-5,-59
72466,104842,PC-3,-59
72466,60953,T47D,-59
72466,123596,BT-549,-59
72466,123596,MOLT-4,-59
36314,426756,UACC-257,-59
36314,5790,OVCAR-4,-59
36314,5790,SK-MEL-28,-59
36314,60749,MDA-MB-468,-59
36314,60953,A498,-59
451668,657237,CAKI-1,-59
451668,72466,HL-60,-59
451668,5394,RXF393,-59
451668,60749,KM12,-59
451668,5453,EKVX,-59
451668,249332,TK10,-59
2123,36462,SK-MEL-2,-59
2123,3385,SK-MEL-28,-59
2123,6194,SR,-59
2123,135413520,LOXIMVI,-59
2123,11683,SF268,-59
2123,123631,SW620,-59
2123,216326,MOLT-4,-59
2123,62770,IGROV-1,-59
2123,5799,MOLT-4,-59
77082,5790,NCI-H226,-59
77082,457193,RXF393,-59
77082,5394,SF539,-59
77082,6252,HT-29,-59
77082,5453,CCRF-CEM,-59
77082,249332,A549,-59
77082,249332,HT-29,-59
77082,2662,MDA-MB-468,-59
135401907,9444,HCT-116,-59
135401907,20279,HCT-116,-59
135401907,657237,NCI-H322M,-59
135401907,444795,IGROV-1,-59
135401907,444795,OVCAR-5,-59
135401907,444795,SK-MEL-5,-59
135401907,5790,A498,-59
135401907,241902,NCI-H23,-59
135401907,126941,OVCAR-5,-59
6239,72466,HCT-15,-59
6239,77082,COLO-205,-59
6239,5284616,SK-MEL-5,-59
6239,457193,NCI-H23,-59
6239,3657,EKVX,-59
6239,3657,NCI-H23,-59
71384,45055483,U031,-59
71384,135413520,CCRF-CEM,-59
71384,135413520,MDA-MB-468,-59
2733525,6252,SK-MEL-5,-59
2733525,126941,M14,-59
123608,36314,HCT-15,-59
123608,77082,COLO-205,-59
123608,163659,UACC-257,-59
123608,5790,SF539,-59
123608,5394,HT-29,-59
123608,4211,SK-OV-3,-59
123608,241902,BT-549,-59
123608,104842,HOP-62,-59
123608,5799,Hs-578-T,-59
3385,452548,MDA-MB-231,-59
3385,452548,SNB75,-59
3385,443939,A498,-59
3385,36462,A498,-59
3385,36462,SW620,-59
3385,4212,T47D,-59
3385,45055483,NCI-H322M,-59
3385,135413520,SF539,-59
3385,11683,U031,-59
3385,216326,EKVX,-59
3385,5799,DU-145,-59
439693,2733525,SF539,-59
439693,457193,LOXIMVI,-59
439693,6252,SK-MEL-5,-59
439693,5799,HT-29,-59
5284616,657237,OVCAR-3,-59
5284616,426756,SN12C,-59
5284616,4211,HOP-92,-59
5284616,119182,TK10,-59
5284616,126941,MDA-MB-231,-59
5284616,123596,SNB75,-59
426756,2733525,T47D,-59
426756,126941,SW620,-59
163659,457193,MOLT-4,-59
163659,5453,HOP-62,-59
163659,123596,SK-MEL-28,-59
454216,36314,CCRF-CEM,-59
454216,5790,OVCAR-4,-59
454216,5453,RPMI-8226,-59
454216,104842,RPMI-8226,-59
454216,3902,OVCAR-4,-59
4842,72466,U031,-59
4842,36314,SN12C,-59
4842,77082,CCRF-CEM,-59
4842,5790,SNB75,-59
4842,119182,HCT-116,-59
4842,6252,HCC2998,-59
4842,5799,SN12C,-59
2907,657237,DU-145,-59
2907,657237,HOP-62,-59
2907,657237,SNB75,-59
2907,657237,SR,-59
2907,36314,SNB75,-59
2907,2733525,NCI-H322M,-59
2907,5284616,RPMI-8226,-59
2907,5790,SNB75,-59
2907,457193,OVCAR-5,-59
2907,5394,HCT-116,-59
2907,148124,M14,-59
2907,6252,A498,-59
2907,5453,SK-MEL-28,-59
2907,104842,Hs-578-T,-59
9887053,20279,U251,-59
9887053,20279,UACC-62,-59
9887053,5394,UACC-257,-59
9887053,241902,K-562,-59
9887053,249332,NCI-H522,-59
5746,657237,KM12,-59
5746,657237,SF268,-59
5746,72466,K-562,-59
5746,77082,NCI-H23,-59
5746,2733525,HCT-15,-59
5746,5790,HCT-116,-59
5746,4211,SF295,-59
5746,241902,M14,-59
5746,104842,RXF393,-59
5790,126941,MDA-MB-468,-59
4212,45055483,RXF393,-59
2141,20279,UACC-257,-59
2141,657237,U251,-59
2141,457193,SK-OV-3,-59
2141,3657,MCF7,-59
2141,119182,MCF7,-59
2141,148124,LOXIMVI,-59
2141,5453,SF295,-59
2141,126941,OVCAR-5,-59
2141,5935,M14,-59
2708,452548,IGROV-1,-59
2708,36462,MCF7,-59
2708,135413520,Hs-578-T,-59
2708,5799,T47D,-59
3657,657237,SN12C,-59
3657,426756,SK-OV-3,-59
3657,5453,MCF7,-59
3657,6442177,SK-MEL-2,-59
3657,123596,SNB75,-59
6194,4212,HCC2998,-59
6194,4212,UACC-257,-59
6194,60198,U031,-59
6194,11683,SNB75,-59
6194,123631,LOXIMVI,-59
6194,216326,CCRF-CEM,-59
6194,5799,KM12,-59
5394,5453,T47D,-59
57469,9444,SF295,-59
57469,20279,SF539,-59
57469,444795,COLO-205,-59
57469,5790,SF268,-59
57469,3657,MOLT-4,-59
57469,3657,NCI-H226,-59
57469,5394,OVCAR-3,-59
57469,60749,A498,-59
57469,6252,SK-MEL-5,-59
57469,126941,SK-MEL-5,-59
4211,657237,SNB75,-59
4211,36314,SK-MEL-5,-59
4211,2733525,HT-29,-59
4211,2733525,SK-MEL-28,-59
4211,426756,MDA-MB-468,-59
4211,3902,SF268,-59
4211,123596,EKVX,-59
4211,9941095,LOXIMVI,-59
4211,644241,A498,-59
4211,644241,HCC2998,-59
2578,657237,U251,-59
2578,2733525,NCI-H322M,-59
2578,5790,HCT-15,-59
2578,457193,NCI-H322M,-59
2578,119182,K-562,-59
2578,126941,HCC2998,-59
135398738,71384,HCT-116,-59
135398738,135413520,ACHN,-59
135398738,216326,SK-MEL-2,-59
135398738,62770,MDA-MB-231,-59
135398738,62770,SK-MEL-28,-59
135398738,5799,CAKI-1,-59
4114,444795,786-0,-59
4114,457193,HCC2998,-59
4114,3657,CAKI-1,-59
4114,3657,MDA-MB-231,-59
4114,5394,CAKI-1,-59
4114,119182,NCI-H23,-59
4114,6252,HCC2998,-59
4114,6252,LOXIMVI,-59
4114,667490,A498,-59
241902,657237,MDA-MB-468,-59
241902,5453,DU-145,-59
241902,3902,U031,-59
241902,3062316,U251,-59
241902,644241,COLO-205,-59
119182,444795,SK-OV-3,-59
119182,77082,LOXIMVI,-59
119182,5394,UACC-257,-59
119182,4211,SK-OV-3,-59
119182,5453,EKVX,-59
119182,3011155,MDA-MB-231,-59
119182,2187,HCC2998,-59
119182,3902,KM12,-59
119182,3902,LOXIMVI,-59
119182,2662,COLO-205,-59
119182,123596,SF539,-59
119182,644241,OVCAR-3,-59
45055483,216326,ACHN,-59
45055483,216326,HL-60,-59
60699,657237,786-0,-59
60699,657237,HCT-15,-59
60699,2733525,SK-MEL-28,-59
60699,6252,NCI-H522,-59
60699,667490,CCRF-CEM,-59
60749,657237,IGROV-1,-59
60749,444795,T47D,-59
60749,2187,MCF7,-59
60749,3902,SF268,-59
60749,123596,UACC-257,-59
60749,644241,RPMI-8226,-59
60749,644241,TK10,-59
60749,667490,TK10,-59
148124,426756,SK-MEL-28,-59
148124,119182,OVCAR-8,-59
148124,5453,OVCAR-4,-59
148124,3011155,KM12,-59
6252,3902,HCT-15,-59
6252,3902,MDA-MB-231,-59
6252,126941,M14,-59
5453,457193,SN12C,-59
5426,444795,HOP-62,-59
5426,444795,SF295,-59
5426,36314,HCT-15,-59
5426,77082,SK-MEL-5,-59
5426,5284616,SK-MEL-5,-59
5426,163659,Hs-578-T,-59
5426,3657,NCI-H23,-59
5426,148124,M14,-59
104842,657237,NCI-H522,-59
104842,457193,T47D,-59
249332,5790,A549,-59
249332,457193,SK-MEL-28,-59
387447,241902,NCI-H322M,-59
387447,60749,COLO-205,-59
3011155,20279,RPMI-8226,-59
3011155,163659,DU-145,-59
3011155,457193,NCI-H23,-59
3011155,4211,HOP-92,-59
3011155,241902,MCF7,-59
3011155,6252,EKVX,-59
3011155,5453,EKVX,-59
3011155,104741,EKVX,-59
3011155,2187,LOXIMVI,-59
3011155,2662,NCI-H322M,-59
3011155,123596,COLO-205,-59
3011155,644241,U031,-59
135413520,60198,NCI-H522,-59
5311,657237,BT-549,-59
5311,657237,OVCAR-3,-59
5311,444795,SK-MEL-5,-59
5311,2733525,UACC-62,-59
5311,5284616,HCT-116,-59
5311,457193,MOLT-4,-59
5311,457193,OVCAR-4,-59
5311,5394,MDA-MB-231,-59
5311,2662,UACC-257,-59
60953,426756,IGROV-1,-59
60953,426756,U031,-59
60953,3657,SNB75,-59
60953,241902,NCI-H322M,-59
60953,6252,HOP-92,-59
60953,5453,KM12,-59
60953,104741,HOP-92,-59
60953,3902,UACC-257,-59
60953,2662,NCI-H23,-59
60953,644241,PC-3,-59
11683,36462,MCF7,-59
11683,135413520,MDA-MB-468,-59
11683,60198,SF539,-59
104741,20279,MDA-MB-468,-59
104741,20279,NCI-H322M,-59
104741,36314,M14,-59
104741,119182,HCT-116,-59
104741,2662,SF295,-59
104741,3062316,HOP-62,-59
104741,123596,OVCAR-8,-59
2187,9444,KM12,-59
2187,5284616,MOLT-4,-59
2187,5394,SK-OV-3,-59
2187,60953,SF539,-59
2187,123596,HOP-62,-59
68740,444795,NCI-H23,-59
68740,5790,OVCAR-3,-59
68740,249332,ACHN,-59
68740,2662,M14,-59
68740,2662,U251,-59
68740,3062316,CAKI-1,-59
68740,123596,K-562,-59
68740,9941095,NCI-H522,-59
68740,9941095,SF539,-59
68740,644241,HCC2998,-59
68740,644241,SK-MEL-5,-59
68740,644241,SR,-59
3062316,426756,SF268,-59
3062316,426756,UACC-257,-59
3062316,457193,MDA-MB-468,-59
3062316,119182,IGROV-1,-59
3062316,60749,MDA-MB-231,-59
3062316,104842,SK-MEL-28,-59
6442177,20279,LOXIMVI,-59
6442177,657237,KM12,-59
6442177,2733525,UACC-257,-59
6442177,5394,MCF7,-59
6442177,119182,HT-29,-59
6442177,119182,OVCAR-5,-59
6442177,60749,RPMI-8226,-59
6442177,3011155,MDA-MB-231,-59
6442177,3011155,NCI-H522,-59
6442177,3902,TK10,-59
6442177,2662,U251,-59
126941,36314,SF295,-59
126941,6442177,UACC-257,-59
126941,9941095,NCI-H226,-59
126941,5352062,SK-MEL-28,-59
123596,657237,HOP-62,-59
123596,657237,NCI-H226,-59
123596,5394,HOP-92,-59
123596,6252,TK10,-59
123596,5453,DU-145,-59
123596,126941,SF268,-59
9941095,20279,LOXIMVI,-59
9941095,657237,TK10,-59
9941095,444795,KM12,-59
9941095,3011155,SNB75,-59
9941095,3011155,UACC-257,-59
9941095,5352062,OVCAR-5,-59
644241,444795,KM12,-59
644241,77082,HCC2998,-59
644241,77082,HOP-92,-59
644241,163659,U031,-59
644241,5790,PC-3,-59
644241,3657,HCC2998,-59
644241,5453,K-562,-59
644241,2662,TK10,-59
406563,9444,A549,-59
406563,20279,M14,-59
406563,20279,MCF7,-59
406563,657237,K-562,-59
406563,5790,SK-OV-3,-59
406563,6252,EKVX,-59
406563,6252,RXF393,-59
406563,3011155,CCRF-CEM,-59
406563,2662,BT-549,-59
406563,2662,HOP-62,-59
406563,2662,Hs-578-T,-59
406563,2662,UACC-62,-59
406563,644241,M14,-59
406563,644241,SK-OV-3,-59
2478,657237,PC-3,-59
2478,444795,SN12C,-59
2478,36314,U251,-59
2478,77082,HCC2998,-59
2478,163659,SN12C,-59
2478,5394,EKVX,-59
2478,5394,NCI-H322M,-59
2478,5394,T47D,-59
2478,119182,RPMI-8226,-59
2478,60749,NCI-H226,-59
2478,60749,UACC-257,-59
2478,104842,NCI-H23,-59
2478,126941,SK-MEL-28,-59
5329102,2733525,DU-145,-59
5329102,5284616,SK-MEL-28,-59
5329102,119182,KM12,-59
5329102,3902,DU-145,-59
5329102,3062316,DU-145,-59
5329102,644241,OVCAR-4,-59
2723601,3385,SK-OV-3,-59
2723601,3385,SNB75,-59
2723601,2708,HCT-15,-59
2723601,6194,MCF7,-59
2723601,6194,NCI-H322M,-59
2723601,135398738,NCI-H23,-59
2723601,135398738,U031,-59
2723601,135413520,SW620,-59
2723601,460612,SF539,-59
5352062,444795,COLO-205,-59
5352062,36314,HCC2998,-59
5352062,36314,Hs-578-T,-59
5352062,457193,HCC2998,-59
5352062,2187,NCI-H226,-59
148121,36314,DU-145,-59
148121,36314,M14,-59
148121,5790,SW620,-59
148121,457193,SF295,-59
148121,3011155,HCT-15,-59
148121,2662,CCRF-CEM,-59
9703,36314,HL-60,-59
9703,163659,A498,-59
9703,163659,CAKI-1,-59
9703,3657,RXF393,-59
9703,241902,HT-29,-59
9703,119182,K-562,-59
9703,148124,MDA-MB-231,-59
9703,126941,HOP-92,-59
3950,452548,SN12C,-59
3950,36462,OVCAR-8,-59
3950,135413520,SR,-59
3950,216326,SNB75,-59
3950,62770,HT-29,-59
3950,62770,PC-3,-59
62770,4212,OVCAR-8,-59
62770,4212,SW620,-59
62770,216326,SF268,-59
29327,9444,MDA-MB-231,-59
29327,657237,OVCAR-4,-59
29327,444795,786-0,-59
29327,77082,U251,-59
29327,2733525,HL-60,-59
29327,3657,NCI-H322M,-59
29327,4211,EKVX,-59
29327,60749,MDA-MB-231,-59
29327,60749,OVCAR-3,-59
29327,249332,HOP-92,-59
29327,5935,786-0,-59
460612,452548,MCF7,-59
460612,452548,T47D,-59
460612,135413520,MCF7,-59
460612,123631,UACC-257,-59
460612,216326,HL-60,-59
460612,62770,OVCAR-5,-59
460612,5799,U251,-59
5799,5284616,HCT-116,-59
5799,5790,Hs-578-T,-59
5799,60953,MOLT-4,-59
5799,3902,T47D,-59
5799,2662,KM12,-59
5799,5329102,TK10,-59
9444,20279,CCRF-CEM,-58
9444,241902,A498,-58
9444,104842,HL-60,-58
9444,2662,UACC-257,-58
20279,5790,COLO-205,-58
20279,5790,HCT-15,-58
20279,457193,SK-MEL-28,-58
20279,249332,HCT-15,-58
20279,3902,MDA-MB-231,-58
3690,657237,CAKI-1,-58
3690,77082,HL-60,-58
3690,5284616,OVCAR-3,-58
3690,454216,OVCAR-5,-58
3690,60749,HOP-92,-58
3690,249332,SK-OV-3,-58
3690,126941,HOP-62,-58
3690,5935,MCF7,-58
3690,5935,UACC-62,-58
657237,6252,HCT-15,-58
657237,5453,MOLT-4,-58
657237,3902,NCI-H322M,-58
657237,2662,NCI-H226,-58
444795,20279,RXF393,-58
444795,5453,CCRF-CEM,-58
444795,5453,HCT-116,-58
444795,5453,IGROV-1,-58
444795,3902,SW620,-58
444795,2662,K-562,-58
444795,126941,BT-549,-58
452548,45055483,MDA-MB-231,-58
452548,60198,RXF393,-58
443939,20279,HCC2998,-58
443939,444795,A498,-58
443939,444795,UACC-62,-58
443939,36314,LOXIMVI,-58
443939,5790,SNB75,-58
443939,5394,EKVX,-58
443939,5394,NCI-H23,-58
443939,60749,U251,-58
443939,5453,MCF7,-58
443939,249332,COLO-205,-58
443939,60953,SF268,-58
443939,3902,OVCAR-8,-58
443939,9941095,OVCAR-8,-58
72466,36314,CCRF-CEM,-58
72466,2733525,HT-29,-58
72466,426756,DU-145,-58
72466,426756,MCF7,-58
72466,119182,KM12,-58
72466,644241,KM12,-58
72466,644241,UACC-62,-58
36314,20279,TK10,-58
36314,119182,BT-549,-58
36314,6252,A498,-58
451668,657237,A498,-58
451668,454216,A498,-58
451668,457193,HT-29,-58
451668,667490,KM12,-58
2123,452548,NCI-H226,-58
2123,443939,NCI-H23,-58
2123,36462,HOP-62,-58
2123,71384,SK-OV-3,-58
2123,135413520,U031,-58
2123,62770,OVCAR-5,-58
77082,9444,SF268,-58
77082,2733525,PC-3,-58
77082,5790,CCRF-CEM,-58
77082,6252,EKVX,-58
77082,104842,T47D,-58
77082,249332,SF268,-58
77082,6442177,CCRF-CEM,-58
135401907,20279,IGROV-1,-58
135401907,657237,SF539,-58
135401907,443939,SF268,-58
135401907,36314,LOXIMVI,-58
135401907,5284616,HCC2998,-58
135401907,3657,ACHN,-58
135401907,126941,DU-145,-58
135401907,5799,HOP-92,-58
36462,4212,U031,-58
36462,45055483,EKVX,-58
36462,216326,CCRF-CEM,-58
36462,216326,SR,-58
6239,72466,SR,-58
6239,36314,BT-549,-58
6239,36314,NCI-H23,-58
6239,77082,OVCAR-5,-58
6239,77082,SF295,-58
6239,5284616,SR,-58
6239,5790,HCT-116,-58
6239,3657,RPMI-8226,-58
6239,119182,EKVX,-58
6239,104842,ACHN,-58
2733525,444795,OVCAR-3,-58
2733525,6252,BT-549,-58
2733525,5453,HOP-92,-58
2733525,5453,M14,-58
2733525,3902,NCI-H23,-58
2733525,2662,A498,-58
2733525,2662,EKVX,-58
123608,9444,HCC2998,-58
123608,77082,K-562,-58
123608,2733525,MDA-MB-231,-58
123608,3657,NCI-H23,-58
123608,5394,HOP-92,-58
123608,4211,K-562,-58
123608,4211,KM12,-58
123608,60749,SK-MEL-28,-58
123608,249332,RXF393,-58
3385,36462,NCI-H23,-58
3385,71384,MDA-MB-231,-58
3385,4212,MDA-MB-468,-58
3385,45055483,HT-29,-58
3385,60198,MCF7,-58
439693,77082,OVCAR-3,-58
439693,457193,A498,-58
439693,126941,NCI-H522,-58
439693,126941,OVCAR-5,-58
439693,5799,HCT-15,-58
5284616,2733525,NCI-H522,-58
5284616,5790,HOP-92,-58
5284616,249332,HCT-116,-58
5284616,2187,SK-OV-3,-58
5284616,2187,TK10,-58
426756,3902,COLO-205,-58
426756,3902,NCI-H322M,-58
426756,2662,Hs-578-T,-58
163659,20279,RPMI-8226,-58
163659,20279,U251,-58
163659,5394,SR,-58
163659,5453,NCI-H322M,-58
4842,20279,MCF7,-58
4842,5284616,KM12,-58
4842,60749,HCT-15,-58
4842,60749,MCF7,-58
4842,667490,SN12C,-58
4842,5799,SF268,-58
2907,657237,LOXIMVI,-58
2907,657237,OVCAR-3,-58
2907,36314,MCF7,-58
2907,77082,SN12C,-58
2907,454216,A549,-58
2907,457193,TK10,-58
2907,3657,COLO-205,-58
2907,5394,RXF393,-58
2907,241902,RPMI-8226,-58
2907,60749,LOXIMVI,-58
2907,5453,DU-145,-58
2907,249332,EKVX,-58
9887053,5790,LOXIMVI,-58
9887053,241902,SF295,-58
9887053,126941,OVCAR-5,-58
5746,77082,U031,-58
5746,5790,K-562,-58
5746,5394,HOP-62,-58
5790,457193,BT-549,-58
5790,457193,KM12,-58
5790,457193,MCF7,-58
5790,5453,IGROV-1,-58
2141,72466,SF539,-58
2141,5284616,HCC2998,-58
2141,163659,LOXIMVI,-58
2141,119182,U251,-58
2708,71384,LOXIMVI,-58
2708,3385,LOXIMVI,-58
2708,3385,UACC-257,-58
2708,45055483,HCC2998,-58
2708,11683,A498,-58
2708,62770,T47D,-58
3657,426756,SW620,-58
3657,6252,CCRF-CEM,-58
3657,249332,SNB75,-58
3657,6442177,EKVX,-58
6194,36462,COLO-205,-58
6194,71384,TK10,-58
6194,4212,A498,-58
6194,45055483,MDA-MB-231,-58
6194,135413520,IGROV-1,-58
6194,135413520,K-562,-58
6194,123631,COLO-205,-58
5394,20279,SR,-58
5394,657237,T47D,-58
5394,249332,NCI-H322M,-58
5394,3902,NCI-H23,-58
57469,657237,SK-MEL-5,-58
57469,5394,SK-OV-3,-58
57469,249332,MOLT-4,-58
57469,667490,NCI-H522,-58
57469,667490,T47D,-58
4211,2733525,UACC-257,-58
4211,457193,HCT-15,-58
4211,6252,SF295,-58
4211,5453,SK-MEL-5,-58
4211,249332,PC-3,-58
4211,2662,SW620,-58
4211,123596,OVCAR-8,-58
4211,9941095,HOP-92,-58
2578,20279,786-0,-58
2578,20279,SK-MEL-5,-58
2578,444795,SK-MEL-28,-58
2578,163659,M14,-58
2578,148124,UACC-62,-58
2578,667490,UACC-257,-58
135398738,71384,U251,-58
135398738,4212,ACHN,-58
135398738,135413520,HCT-116,-58
135398738,11683,OVCAR-8,-58
135398738,216326,SK-MEL-28,-58
135398738,3950,MCF7,-58
135398738,3950,OVCAR-8,-58
135398738,5799,SK-MEL-28,-58
4114,657237,HOP-62,-58
4114,72466,SK-MEL-28,-58
4114,36314,A498,-58
4114,77082,HL-60,-58
4114,5284616,M14,-58
4114,241902,MDA-MB-231,-58
4114,241902,MDA-MB-468,-58
4114,104842,KM12,-58
241902,20279,SF539,-58
241902,657237,HCT-15,-58
241902,657237,T47D,-58
241902,426756,SF295,-58
241902,5790,RXF393,-58
241902,5790,T47D,-58
241902,119182,DU-145,-58
241902,60749,MDA-MB-468,-58
241902,3902,UACC-257,-58
241902,2662,HT-29,-58
241902,123596,EKVX,-58
241902,644241,ACHN,-58
241902,644241,HCT-116,-58
119182,657237,MCF7,-58
119182,444795,HCC2998,-58
119182,2733525,HCT-116,-58
119182,4211,EKVX,-58
119182,5453,LOXIMVI,-58
119182,5453,SF295,-58
119182,3011155,SK-OV-3,-58
119182,60953,A498,-58
119182,60953,MCF7,-58
119182,104741,HCC2998,-58
119182,2662,MDA-MB-468,-58
119182,2662,U251,-58
119182,123596,SF268,-58
45055483,135413520,TK10,-58
60699,657237,UACC-257,-58
60699,2733525,UACC-257,-58
60699,5790,UACC-62,-58
60699,241902,NCI-H522,-58
60699,241902,PC-3,-58
60699,119182,K-562,-58
60749,657237,MDA-MB-468,-58
60749,657237,SNB75,-58
60749,657237,T47D,-58
60749,426756,RXF393,-58
60749,457193,NCI-H522,-58
60749,3657,K-562,-58
60749,104741,EKVX,-58
60749,2187,KM12,-58
60749,2662,MDA-MB-468,-58
60749,126941,MCF7,-58
60749,123596,COLO-205,-58
148124,20279,A549,-58
148124,36314,TK10,-58
148124,241902,SN12C,-58
148124,119182,UACC-257,-58
148124,249332,K-562,-58
148124,2187,U031,-58
5426,444795,MDA-MB-231,-58
5426,77082,HT-29,-58
5426,5394,SK-MEL-28,-58
5426,148124,SW620,-58
5426,249332,MDA-MB-468,-58
104842,657237,UACC-257,-58
104842,249332,BT-549,-58
104842,3011155,LOXIMVI,-58
387447,241902,OVCAR-5,-58
3011155,2733525,MCF7,-58
3011155,457193,CCRF-CEM,-58
3011155,457193,COLO-205,-58
3011155,249332,SF539,-58
3011155,126941,786-0,-58
3011155,123596,RPMI-8226,-58
3011155,644241,KM12,-58
135413520,60198,BT-549,-58
135413520,123631,Hs-578-T,-58
5311,657237,NCI-H226,-58
5311,36314,RXF393,-58
5311,2733525,HCT-116,-58
