drug_a,drug_b,cell_line,synergy
36462,46926350,EFM-192A,-12.62013225
36462,46926350,ES-2,-9.823003589
36462,46926350,HCT-116,-12.96661918
36462,46926350,HT-144,-6.208539927
36462,46926350,HT-29,-8.402234817
36462,46926350,LNCaP-Clone-FGC,16.99298687
36462,46926350,LOVO,3.071693084
36462,46926350,MDA-MB-436,5.434390178
36462,46926350,MSTO-211H,2.461358782
36462,46926350,NCI-H1650,-7.066983752
36462,46926350,NCI-H2122,3.452125668
36462,46926350,NCI-H23,-19.11703449
36462,46926350,NCI-H520,-6.419818846
36462,46926350,OCUB-M,-5.126502445
36462,46926350,OV-90,-13.03157185
36462,46926350,OVCAR-3,-2.327807888
36462,46926350,PA-1,-11.88512779
36462,46926350,RKO,4.3118593
36462,46926350,RPMI-7951,-11.643017
36462,46926350,SK-MEL-30,3.027830394
36462,46926350,SK-MES-1,-14.77517427
36462,46926350,SK-OV-3,-30.18913558
36462,46926350,SW620,-11.10063669
36462,46926350,SW837,-15.55200919
36462,46926350,T47D,-5.678191297
36462,46926350,UACC-62,13.78149023
36462,46926350,VCAP,-7.289445362
36462,176870,A2058,1.988047409
36462,176870,A2780,19.61720698
36462,176870,A375,34.50823729
36462,176870,A427,9.907465808
36462,176870,COLO-320-HSR,10.39824695
36462,176870,EFM-192A,0.470506131
36462,176870,ES-2,18.11376615
36462,176870,HCT-116,35.1756303
36462,176870,HT-144,31.44622163
36462,176870,HT-29,28.78939285
36462,176870,LNCaP-Clone-FGC,16.85599278
36462,176870,LOVO,42.42601554
36462,176870,MDA-MB-436,30.44386811
36462,176870,MSTO-211H,24.38717471
36462,176870,NCI-H1650,17.79526819
36462,176870,NCI-H2122,47.47430247
36462,176870,NCI-H23,-164.2668412
36462,176870,NCI-H520,27.1848439
36462,176870,OCUB-M,7.711984951
36462,176870,OV-90,10.83586569
36462,176870,OVCAR-3,40.7657359
36462,176870,PA-1,-14.74906914
36462,176870,RKO,26.04444652
36462,176870,RPMI-7951,-0.933022902
36462,176870,SK-MEL-30,19.96889488
36462,176870,SK-MES-1,23.310596
36462,176870,SK-OV-3,20.97161438
36462,176870,SW620,13.5792001
36462,176870,SW837,57.51358379
36462,176870,T47D,-9.409443094
36462,176870,UACC-62,41.71895529
36462,176870,VCAP,41.85350576
36462,5288382,A2058,31.06156665
36462,5288382,A2780,14.78833293
36462,5288382,A375,1.245363266
36462,5288382,A427,5.489052496
36462,5288382,COLO-320-HSR,4.872071005
36462,5288382,EFM-192A,-2.717547863
36462,5288382,ES-2,-0.955779851
36462,5288382,HCT-116,-0.588757773
36462,5288382,HT-144,13.82754853
36462,5288382,HT-29,5.957125859
36462,5288382,LNCaP-Clone-FGC,47.35424191
36462,5288382,LOVO,-10.67503159
36462,5288382,MDA-MB-436,23.95624073
36462,5288382,MSTO-211H,-19.47647489
36462,5288382,NCI-H1650,17.24561619
36462,5288382,NCI-H2122,-0.438111402
36462,5288382,NCI-H23,-14.08747051
36462,5288382,NCI-H520,8.518963647
36462,5288382,OCUB-M,6.074559554
36462,5288382,OV-90,3.322103849
36462,5288382,OVCAR-3,39.02833297
36462,5288382,PA-1,-15.72188127
36462,5288382,RKO,-0.090062769
36462,5288382,RPMI-7951,-2.264074694
36462,5288382,SK-MEL-30,32.84665347
36462,5288382,SK-MES-1,-1.066153632
36462,5288382,SK-OV-3,9.726338418
36462,5288382,SW620,10.05653204
36462,5288382,SW837,17.12797168
36462,5288382,T47D,27.24545847
36462,5288382,UACC-62,1.715244215
36462,5288382,VCAP,7.260033123
36462,208908,A2058,-0.860922372
36462,208908,A2780,27.29088399
36462,208908,A375,13.69023701
36462,208908,A427,-14.40714784
36462,208908,COLO-320-HSR,21.35734076
36462,208908,EFM-192A,-1.478747416
36462,208908,ES-2,-5.679573392
36462,208908,HCT-116,27.63842614
36462,208908,HT-144,12.75033962
36462,208908,HT-29,15.97781704
36462,208908,LNCaP-Clone-FGC,27.81267656
36462,208908,LOVO,50.4281854
36462,208908,MDA-MB-436,20.148526
36462,208908,MSTO-211H,12.36887928
36462,208908,NCI-H1650,21.63106086
36462,208908,NCI-H2122,31.30947607
36462,208908,NCI-H23,-167.5463503
36462,208908,NCI-H520,17.8898734
36462,208908,OCUB-M,14.52984693
36462,208908,OV-90,-14.60244237
36462,208908,OVCAR-3,26.48596016
36462,208908,PA-1,-4.337830252
36462,208908,RKO,4.090381354
36462,208908,RPMI-7951,16.62443398
36462,208908,SK-MEL-30,5.946849144
36462,208908,SK-MES-1,17.65399073
36462,208908,SK-OV-3,19.13814953
36462,208908,SW620,17.83915302
36462,208908,SW837,43.76187067
36462,208908,T47D,-7.076746444
36462,208908,UACC-62,7.809074178
36462,208908,VCAP,18.86209891
36462,46930998,A2058,23.8414603
36462,46930998,A2780,25.09455866
36462,46930998,A375,40.3600574
36462,46930998,A427,24.8922984
36462,46930998,COLO-320-HSR,20.24506044
36462,46930998,EFM-192A,-3.239942215
36462,46930998,ES-2,17.05506379
36462,46930998,HCT-116,41.47821659
36462,46930998,HT-144,47.84405312
36462,46930998,HT-29,20.80452543
36462,46930998,LNCaP-Clone-FGC,28.94828404
36462,46930998,LOVO,36.55388298
36462,46930998,MDA-MB-436,34.50086052
36462,46930998,MSTO-211H,46.61376899
36462,46930998,NCI-H1650,35.02054763
36462,46930998,NCI-H2122,43.0982675
36462,46930998,NCI-H23,-168.9394512
36462,46930998,NCI-H520,10.89510435
36462,46930998,OCUB-M,8.482772235
36462,46930998,OV-90,35.08106665
36462,46930998,OVCAR-3,8.691975008
36462,46930998,PA-1,0.589594655
36462,46930998,RKO,49.94340541
36462,46930998,RPMI-7951,17.24510007
36462,46930998,SK-MEL-30,33.04954641
36462,46930998,SK-MES-1,44.45871774
36462,46930998,SK-OV-3,4.582492381
36462,46930998,SW620,19.41488902
36462,46930998,SW837,41.49633741
36462,46930998,T47D,6.377623467
36462,46930998,UACC-62,42.952925
36462,46930998,VCAP,33.39039432
36462,24958200,A2058,-1.376598957
36462,24958200,A2780,8.882028087
36462,24958200,A375,6.253819394
36462,24958200,A427,-7.518707691
36462,24958200,COLO-320-HSR,11.215836
36462,24958200,EFM-192A,22.75225333
36462,24958200,ES-2,-1.898169265
36462,24958200,HCT-116,14.46865635
36462,24958200,HT-144,14.3526779
36462,24958200,HT-29,9.885607163
36462,24958200,LNCaP-Clone-FGC,-21.59027419
36462,24958200,LOVO,3.284335966
36462,24958200,MDA-MB-436,17.94787139
36462,24958200,MSTO-211H,-0.331740922
36462,24958200,NCI-H1650,26.22483109
36462,24958200,NCI-H2122,18.38423784
36462,24958200,NCI-H23,-148.8888175
36462,24958200,NCI-H520,24.07225252
36462,24958200,OCUB-M,6.675656837
36462,24958200,OV-90,2.198356101
36462,24958200,OVCAR-3,19.47008453
36462,24958200,PA-1,-14.01899781
36462,24958200,RKO,9.015143146
36462,24958200,RPMI-7951,2.182668214
36462,24958200,SK-MEL-30,12.74273808
36462,24958200,SK-MES-1,3.176085435
36462,24958200,SK-OV-3,21.90598342
36462,24958200,SW620,6.395542697
36462,24958200,SW837,10.6277545
36462,24958200,T47D,-30.71348163
36462,24958200,UACC-62,2.075341378
36462,24958200,VCAP,22.09555743
36462,24748204,A2058,-0.715427782
36462,24748204,A2780,10.19864377
36462,24748204,A375,14.98912703
36462,24748204,A427,-1.464378994
36462,24748204,COLO-320-HSR,-4.209755472
36462,24748204,EFM-192A,13.36456421
36462,24748204,ES-2,9.48513669
36462,24748204,HCT-116,10.74024587
36462,24748204,HT-144,-2.887197332
36462,24748204,HT-29,22.04488376
36462,24748204,LNCaP-Clone-FGC,-12.66025633
36462,24748204,LOVO,2.761794919
36462,24748204,MDA-MB-436,15.00819876
36462,24748204,MSTO-211H,27.5905608
36462,24748204,NCI-H1650,-6.935954474
36462,24748204,NCI-H2122,-6.876238205
36462,24748204,NCI-H23,15.02519485
36462,24748204,NCI-H520,-11.51128765
36462,24748204,OCUB-M,-0.781191898
36462,24748204,OV-90,21.11551933
36462,24748204,OVCAR-3,-23.76105159
36462,24748204,PA-1,-5.715302064
36462,24748204,RKO,29.56165952
36462,24748204,RPMI-7951,17.68925642
36462,24748204,SK-MEL-30,16.3525159
36462,24748204,SK-MES-1,-2.921827285
36462,24748204,SK-OV-3,9.177963829
36462,24748204,SW620,20.04486147
36462,24748204,SW837,13.24837557
36462,24748204,T47D,-6.895642225
36462,24748204,UACC-62,2.212507544
36462,24748204,VCAP,-10.31394043
36462,11520894,A2058,-4.101561409
36462,11520894,A2780,22.65392265
36462,11520894,A375,30.71559892
36462,11520894,A427,3.027931597
36462,11520894,COLO-320-HSR,11.72583136
36462,11520894,EFM-192A,44.70688728
36462,11520894,ES-2,1.166292728
36462,11520894,HCT-116,8.399591535
36462,11520894,HT-144,41.58992657
36462,11520894,HT-29,18.36383757
36462,11520894,LNCaP-Clone-FGC,34.45017819
36462,11520894,LOVO,11.94561077
36462,11520894,MDA-MB-436,32.37389935
36462,11520894,MSTO-211H,41.59139974
36462,11520894,NCI-H1650,35.97509228
36462,11520894,NCI-H2122,15.17289775
36462,11520894,NCI-H23,-146.9487222
36462,11520894,NCI-H520,4.908185246
36462,11520894,OCUB-M,11.31428852
36462,11520894,OV-90,11.76803064
36462,11520894,OVCAR-3,8.309509508
36462,11520894,PA-1,-22.92275491
36462,11520894,RKO,34.5234873
36462,11520894,RPMI-7951,6.988243515
36462,11520894,SK-MEL-30,28.66295459
36462,11520894,SK-MES-1,12.23523546
36462,11520894,SK-OV-3,11.53211009
36462,11520894,SW620,9.187570747
36462,11520894,SW837,33.80011003
36462,11520894,T47D,10.68281825
36462,11520894,UACC-62,34.55875316
36462,11520894,VCAP,30.50590257
36462,16224745,A2058,57.67901606
36462,16224745,A2780,21.34548508
36462,16224745,A375,-65.08015716
36462,16224745,A427,0.548576739
36462,16224745,COLO-320-HSR,11.15133425
36462,16224745,EFM-192A,32.10499213
36462,16224745,ES-2,14.57024735
36462,16224745,HCT-116,1.841455035
36462,16224745,HT-144,26.87486066
36462,16224745,HT-29,22.77599038
36462,16224745,LNCaP-Clone-FGC,10.87595618
36462,16224745,LOVO,18.18567062
36462,16224745,MDA-MB-436,25.41312428
36462,16224745,MSTO-211H,5.316451198
36462,16224745,NCI-H1650,25.17189985
36462,16224745,NCI-H2122,1.943764968
36462,16224745,NCI-H23,13.64690864
36462,16224745,NCI-H520,19.42049005
36462,16224745,OCUB-M,15.62664182
36462,16224745,OV-90,4.875218059
36462,16224745,OVCAR-3,78.91706663
36462,16224745,PA-1,-22.83951833
36462,16224745,RKO,8.755192915
36462,16224745,RPMI-7951,-4.400445581
36462,16224745,SK-MEL-30,58.93855866
36462,16224745,SK-MES-1,-14.15759259
36462,16224745,SK-OV-3,6.686599196
36462,16224745,SW620,-12.87630561
36462,16224745,SW837,0.422153377
36462,16224745,T47D,-29.18931096
36462,16224745,UACC-62,20.63281721
36462,16224745,VCAP,54.77812255
36462,9826528,A2058,22.17348782
36462,9826528,A2780,36.84388809
36462,9826528,A375,15.70383058
36462,9826528,A427,10.50635845
36462,9826528,COLO-320-HSR,5.899470775
36462,9826528,EFM-192A,20.84920257
36462,9826528,ES-2,7.535322941
36462,9826528,HCT-116,10.08603496
36462,9826528,HT-144,39.74829923
36462,9826528,HT-29,12.27090058
36462,9826528,LNCaP-Clone-FGC,40.32291573
36462,9826528,LOVO,30.23540886
36462,9826528,MDA-MB-436,25.97741805
36462,9826528,MSTO-211H,-20.58151609
36462,9826528,NCI-H1650,25.46667544
36462,9826528,NCI-H2122,27.0184105
36462,9826528,NCI-H23,9.039242436
36462,9826528,NCI-H520,-5.117621187
36462,9826528,OCUB-M,4.806594046
36462,9826528,OV-90,21.03998461
36462,9826528,OVCAR-3,28.55487554
36462,9826528,PA-1,-10.74392446
36462,9826528,RKO,38.3604726
36462,9826528,RPMI-7951,-6.949425339
36462,9826528,SK-MEL-30,13.82899063
36462,9826528,SK-MES-1,1.579353312
36462,9826528,SK-OV-3,12.82333603
36462,9826528,SW620,13.89698344
36462,9826528,SW837,14.01239834
36462,9826528,T47D,33.34594771
36462,9826528,UACC-62,6.263272715
36462,9826528,VCAP,14.54518531
36462,216239,A2058,-12.15503625
36462,216239,A2780,3.81510899
36462,216239,A375,-3.842677164
36462,216239,A427,2.184061937
36462,216239,COLO-320-HSR,0.840579526
36462,216239,EFM-192A,-16.26841635
36462,216239,ES-2,-7.382916804
36462,216239,HCT-116,-0.538565818
36462,216239,HT-144,6.063599322
36462,216239,HT-29,-5.500644869
36462,216239,LNCaP-Clone-FGC,-4.175896958
36462,216239,LOVO,-10.0797683
36462,216239,MDA-MB-436,-8.093217244
36462,216239,MSTO-211H,-8.461292512
36462,216239,NCI-H1650,2.791425994
36462,216239,NCI-H2122,-0.787832957
36462,216239,NCI-H23,-116.1653965
36462,216239,NCI-H520,12.57460996
36462,216239,OCUB-M,-9.103048757
36462,216239,OV-90,-8.086183338
36462,216239,OVCAR-3,-18.43455983
36462,216239,PA-1,-4.562973824
36462,216239,RKO,-3.538439088
36462,216239,RPMI-7951,-10.84972086
36462,216239,SK-MEL-30,7.485480052
36462,216239,SK-MES-1,-2.332092648
36462,216239,SK-OV-3,-3.41378037
36462,216239,SW620,0.892238474
36462,216239,SW837,10.08182525
36462,216239,T47D,-12.4278492
36462,216239,UACC-62,-5.136866616
36462,216239,VCAP,-19.78803715
36462,5329102,A2058,-6.972169686
36462,5329102,A2780,6.150945576
36462,5329102,A375,2.434761094
36462,5329102,A427,9.589782998
36462,5329102,COLO-320-HSR,9.440905208
36462,5329102,EFM-192A,-4.959966805
36462,5329102,ES-2,-9.658459101
36462,5329102,HCT-116,0.266979697
36462,5329102,HT-144,0.18972444
36462,5329102,HT-29,1.317738221
36462,5329102,LNCaP-Clone-FGC,-1.889487253
36462,5329102,LOVO,4.569778444
36462,5329102,MDA-MB-436,1.102020905
36462,5329102,MSTO-211H,-15.12080583
36462,5329102,NCI-H1650,16.77463607
36462,5329102,NCI-H2122,2.433232373
36462,5329102,NCI-H23,-98.62741446
36462,5329102,NCI-H520,13.71601881
36462,5329102,OCUB-M,-4.821745642
36462,5329102,OV-90,-2.408436932
36462,5329102,OVCAR-3,-1.583835017
36462,5329102,PA-1,-13.58561469
36462,5329102,RKO,-3.789069544
36462,5329102,RPMI-7951,-13.32447019
36462,5329102,SK-MEL-30,4.845466021
36462,5329102,SK-MES-1,-10.19342421
36462,5329102,SK-OV-3,2.359023959
36462,5329102,SW620,7.089516622
36462,5329102,SW837,-1.429826895
36462,5329102,T47D,-26.44624539
36462,5329102,UACC-62,2.234167374
36462,5329102,VCAP,5.12367313
36462,5394,A2058,13.6477253
36462,5394,A2780,10.20944081
36462,5394,A375,-87.4802028
36462,5394,A427,6.675884199
36462,5394,COLO-320-HSR,3.938627932
36462,5394,EFM-192A,-1.617519125
36462,5394,ES-2,11.82354023
36462,5394,HCT-116,-7.177086879
36462,5394,HT-144,-7.918675549
36462,5394,HT-29,7.020820929
36462,5394,LNCaP-Clone-FGC,12.43190039
36462,5394,LOVO,-3.522124658
36462,5394,MDA-MB-436,7.873871125
36462,5394,MSTO-211H,-0.207890455
36462,5394,NCI-H1650,-10.23455147
36462,5394,NCI-H2122,-5.740990385
36462,5394,NCI-H23,4.960331855
36462,5394,NCI-H520,-0.531958049
36462,5394,OCUB-M,2.55827293
36462,5394,OV-90,13.76182079
36462,5394,OVCAR-3,0.813372235
36462,5394,PA-1,-13.05993648
36462,5394,RKO,-3.136548188
36462,5394,RPMI-7951,12.8960405
36462,5394,SK-MEL-30,21.19310545
36462,5394,SK-MES-1,25.00914684
36462,5394,SK-OV-3,-5.368344784
36462,5394,SW620,17.56053454
36462,5394,SW837,-18.67907384
36462,5394,T47D,-27.82829749
36462,5394,UACC-62,12.59934788
36462,5394,VCAP,1.704586921
36462,5311,A2058,3.452239871
36462,5311,A2780,10.01482955
36462,5311,A375,-71.18505172
36462,5311,A427,-18.84435619
36462,5311,COLO-320-HSR,5.880538643
36462,5311,EFM-192A,11.30545867
36462,5311,ES-2,11.28921117
36462,5311,HCT-116,-17.37379223
36462,5311,HT-144,11.89627363
36462,5311,HT-29,18.65180381
36462,5311,LNCaP-Clone-FGC,28.61619415
36462,5311,LOVO,10.27511559
36462,5311,MDA-MB-436,12.62377777
36462,5311,MSTO-211H,56.83462933
36462,5311,NCI-H1650,3.523126581
36462,5311,NCI-H2122,18.8089245
36462,5311,NCI-H23,-2.473733052
36462,5311,NCI-H520,2.432642491
36462,5311,OCUB-M,-5.110605486
36462,5311,OV-90,6.873548755
36462,5311,OVCAR-3,10.79242532
36462,5311,PA-1,-9.679124677
36462,5311,RKO,6.440718774
36462,5311,RPMI-7951,7.496751685
36462,5311,SK-MEL-30,1.739262354
36462,5311,SK-MES-1,17.93518639
36462,5311,SK-OV-3,29.64057569
36462,5311,SW620,0.182139046
36462,5311,SW837,21.63323076
36462,5311,T47D,25.24241347
36462,5311,UACC-62,17.5604374
36462,5311,VCAP,17.67993739
5288382,11977753,A2058,34.57333585
5288382,11977753,A2780,14.86658789
5288382,11977753,A375,20.65600784
5288382,11977753,A427,16.82208792
5288382,11977753,COLO-320-HSR,30.65561173
5288382,11977753,EFM-192A,-0.044183027
5288382,11977753,ES-2,22.05057677
5288382,11977753,HCT-116,35.76379658
5288382,11977753,HT-144,45.48122797
5288382,11977753,HT-29,13.70606034
5288382,11977753,LNCaP-Clone-FGC,107.6222417
5288382,11977753,LOVO,14.32727111
5288382,11977753,MDA-MB-436,23.29901802
5288382,11977753,MSTO-211H,10.1629953
5288382,11977753,NCI-H1650,4.930824097
5288382,11977753,NCI-H2122,3.243695175
5288382,11977753,NCI-H23,2.728926654
5288382,11977753,NCI-H520,9.402356496
5288382,11977753,OCUB-M,15.92008573
5288382,11977753,OV-90,16.2558353
5288382,11977753,OVCAR-3,-7.142892435
5288382,11977753,PA-1,26.19486728
5288382,11977753,RKO,20.10584985
5288382,11977753,RPMI-7951,-3.235888022
5288382,11977753,SK-MEL-30,48.27593907
5288382,11977753,SK-MES-1,45.63680144
5288382,11977753,SK-OV-3,-1.111587344
5288382,11977753,SW620,1.696231889
5288382,11977753,SW837,15.5753498
5288382,11977753,T47D,155.3899654
5288382,11977753,UACC-62,29.76025464
5288382,11977753,VCAP,28.05066048
5288382,46926350,A2058,5.96787578
5288382,46926350,A2780,-17.97817111
5288382,46926350,A375,22.05450091
5288382,46926350,A427,3.182953622
5288382,46926350,COLO-320-HSR,10.09592416
5288382,46926350,EFM-192A,4.87112139
5288382,46926350,ES-2,0.415878969
5288382,46926350,HCT-116,4.699154363
5288382,46926350,HT-144,5.003881635
5288382,46926350,HT-29,-3.265971374
5288382,46926350,LNCaP-Clone-FGC,33.17178636
5288382,46926350,LOVO,-2.492823839
5288382,46926350,MDA-MB-436,15.29531451
5288382,46926350,MSTO-211H,-22.90589188
5288382,46926350,NCI-H1650,-23.08653485
5288382,46926350,NCI-H2122,2.20219065
5288382,46926350,NCI-H23,-12.48833358
5288382,46926350,NCI-H520,7.063016523
5288382,46926350,OCUB-M,10.51296869
5288382,46926350,OV-90,-9.089980403
5288382,46926350,OVCAR-3,-25.42782364
5288382,46926350,PA-1,4.280523623
5288382,46926350,RKO,9.903581622
5288382,46926350,RPMI-7951,-11.41869766
5288382,46926350,SK-MEL-30,5.987007426
5288382,46926350,SK-MES-1,-10.94429024
5288382,46926350,SK-OV-3,-22.80868825
5288382,46926350,SW620,-13.56571062
5288382,46926350,SW837,-13.89481261
5288382,46926350,T47D,-39.85034847
5288382,46926350,UACC-62,-7.45032494
5288382,46926350,VCAP,-2.639714416
5288382,16224745,A2058,51.41963491
5288382,16224745,A2780,9.215273557
5288382,16224745,A375,20.88618832
5288382,16224745,A427,23.03757955
5288382,16224745,COLO-320-HSR,11.53137428
5288382,16224745,EFM-192A,-3.435336394
5288382,16224745,ES-2,3.913910327
5288382,16224745,HCT-116,30.28012904
5288382,16224745,HT-144,-198.6874066
5288382,16224745,HT-29,-3.556540507
5288382,16224745,LNCaP-Clone-FGC,-105.3544017
5288382,16224745,LOVO,6.963550415
5288382,16224745,MDA-MB-436,12.05339011
5288382,16224745,MSTO-211H,-36.80066992
5288382,16224745,NCI-H1650,-0.880216531
5288382,16224745,NCI-H2122,-17.72773735
5288382,16224745,NCI-H23,-11.01680765
5288382,16224745,NCI-H520,17.99220848
5288382,16224745,OCUB-M,27.51716779
5288382,16224745,OV-90,-6.587359461
5288382,16224745,OVCAR-3,-19.67567254
5288382,16224745,PA-1,7.99798667
5288382,16224745,RKO,32.13845443
5288382,16224745,RPMI-7951,-4.989611748
5288382,16224745,SK-MEL-30,37.16106996
5288382,16224745,SK-MES-1,-23.43171311
5288382,16224745,SK-OV-3,-31.75296787
5288382,16224745,SW620,-6.888644012
5288382,16224745,SW837,-184.7983901
5288382,16224745,T47D,-34.98235241
5288382,16224745,UACC-62,5.926670408
5288382,16224745,VCAP,17.51222958
5288382,9887053,A2058,16.34039127
5288382,9887053,A2780,-4.574264625
5288382,9887053,A375,-8.069874153
5288382,9887053,A427,2.374171044
5288382,9887053,COLO-320-HSR,-2.683047865
5288382,9887053,EFM-192A,-19.21107942
5288382,9887053,ES-2,-26.81921548
5288382,9887053,HCT-116,12.35204924
5288382,9887053,HT-144,-10.33252131
5288382,9887053,HT-29,-4.167884355
5288382,9887053,LNCaP-Clone-FGC,-64.20722083
5288382,9887053,LOVO,-24.37481524
5288382,9887053,MDA-MB-436,2.066274495
5288382,9887053,MSTO-211H,10.8174392
5288382,9887053,NCI-H1650,-15.35308599
5288382,9887053,NCI-H2122,1.667034011
5288382,9887053,NCI-H23,-15.15007571
5288382,9887053,NCI-H520,-0.455778707
5288382,9887053,OCUB-M,4.458738932
5288382,9887053,OV-90,-11.53351607
5288382,9887053,OVCAR-3,3.793379205
5288382,9887053,PA-1,-40.18357728
5288382,9887053,RKO,-0.314569654
5288382,9887053,RPMI-7951,-9.974522282
5288382,9887053,SK-MEL-30,5.660874581
5288382,9887053,SK-MES-1,-2.709265909
5288382,9887053,SK-OV-3,-4.267788402
5288382,9887053,SW620,-13.60640049
5288382,9887053,SW837,-5.951312795
5288382,9887053,T47D,-37.34066605
5288382,9887053,UACC-62,-24.58577099
5288382,9887053,VCAP,-3.145967729
5288382,104842,A2058,19.01850638
5288382,104842,A2780,5.306231056
5288382,104842,A375,22.09706901
5288382,104842,A427,12.3211191
5288382,104842,COLO-320-HSR,0.082745899
5288382,104842,EFM-192A,11.28012993
5288382,104842,ES-2,-3.700456762
5288382,104842,HCT-116,13.69616651
5288382,104842,HT-144,5.424321811
5288382,104842,HT-29,-3.8519533
5288382,104842,LNCaP-Clone-FGC,33.95907446
5288382,104842,LOVO,-18.13081596
5288382,104842,MDA-MB-436,9.807675678
5288382,104842,MSTO-211H,-6.443313455
5288382,104842,NCI-H1650,5.076055012
5288382,104842,NCI-H2122,0.995428448
5288382,104842,NCI-H23,1.716218652
5288382,104842,NCI-H520,12.63781916
5288382,104842,OCUB-M,18.91896359
5288382,104842,OV-90,-2.638315986
5288382,104842,OVCAR-3,68.46338668
5288382,104842,PA-1,9.277000662
5288382,104842,RKO,11.62779139
5288382,104842,RPMI-7951,-2.070346623
5288382,104842,SK-MEL-30,38.26844823
5288382,104842,SK-MES-1,17.6342613
5288382,104842,SK-OV-3,-12.02502079
5288382,104842,SW620,-1.370646685
5288382,104842,SW837,6.252908349
5288382,104842,T47D,10.77505243
5288382,104842,UACC-62,-7.316655441
5288382,104842,VCAP,-0.826332506
5288382,216239,A2058,8.806885228
5288382,216239,A2780,-8.927535094
5288382,216239,A375,5.258810479
5288382,216239,A427,4.666916613
5288382,216239,COLO-320-HSR,3.186445582
5288382,216239,EFM-192A,-4.707884807
5288382,216239,ES-2,5.067439234
5288382,216239,HCT-116,2.19698623
5288382,216239,HT-144,-0.575324429
5288382,216239,HT-29,-4.474906683
5288382,216239,LNCaP-Clone-FGC,-6.892392724
5288382,216239,LOVO,-8.422196512
5288382,216239,MDA-MB-436,-17.59525207
5288382,216239,MSTO-211H,-43.62177115
5288382,216239,NCI-H1650,-4.607045057
5288382,216239,NCI-H2122,0.855386232
5288382,216239,NCI-H23,-0.314813933
5288382,216239,NCI-H520,4.281510848
5288382,216239,OCUB-M,11.16441959
5288382,216239,OV-90,-5.189856146
5288382,216239,OVCAR-3,-32.68314045
5288382,216239,PA-1,14.08240543
5288382,216239,RKO,-4.608155422
5288382,216239,RPMI-7951,-11.75896295
5288382,216239,SK-MEL-30,-1.793855383
5288382,216239,SK-MES-1,-13.59548446
5288382,216239,SK-OV-3,-3.190399936
5288382,216239,SW620,-10.96608563
5288382,216239,SW837,-5.25362457
5288382,216239,T47D,9.062147419
5288382,216239,UACC-62,2.913484763
5288382,216239,VCAP,-13.33651052
5288382,60700,A2058,22.38658565
5288382,60700,A2780,-1.700187674
5288382,60700,A375,-16.3920222
5288382,60700,A427,21.65186525
5288382,60700,COLO-320-HSR,6.911471019
5288382,60700,EFM-192A,-16.56625305
5288382,60700,ES-2,9.202873592
5288382,60700,HCT-116,-1.188891298
5288382,60700,HT-144,-1.170588908
5288382,60700,HT-29,-2.196506457
5288382,60700,LNCaP-Clone-FGC,-5.369615006
5288382,60700,LOVO,-5.569631965
5288382,60700,MDA-MB-436,-1.484816029
5288382,60700,MSTO-211H,-14.63725658
5288382,60700,NCI-H1650,-15.30165422
5288382,60700,NCI-H2122,-6.216653629
5288382,60700,NCI-H23,-17.97647101
5288382,60700,NCI-H520,12.7176527
5288382,60700,OCUB-M,1.341547567
5288382,60700,OV-90,-8.437739934
5288382,60700,OVCAR-3,18.44792539
5288382,60700,PA-1,-11.22419818
5288382,60700,RKO,-10.70715216
5288382,60700,RPMI-7951,-2.583781052
5288382,60700,SK-MEL-30,48.38401733
5288382,60700,SK-MES-1,-15.97279372
5288382,60700,SK-OV-3,-2.276912987
5288382,60700,SW620,18.55048928
5288382,60700,SW837,13.63947044
5288382,60700,T47D,7.920765602
5288382,60700,UACC-62,-9.436397961
5288382,60700,VCAP,2.9614133
60750,45480520,A2058,-0.536733604
60750,45480520,A2780,-1.158432414
60750,45480520,A375,-20.51873205
60750,45480520,A427,1.876754587
60750,45480520,COLO-320-HSR,0.281602806
60750,45480520,EFM-192A,8.888183348
60750,45480520,ES-2,-0.564153728
60750,45480520,HCT-116,-4.890805492
60750,45480520,HT-144,-1.461239905
60750,45480520,HT-29,1.276290729
60750,45480520,LNCaP-Clone-FGC,1.630327667
60750,45480520,LOVO,-2.376072567
60750,45480520,MDA-MB-436,2.963080361
60750,45480520,MSTO-211H,1.414056544
60750,45480520,NCI-H1650,-6.425878709
60750,45480520,NCI-H2122,6.300912402
60750,45480520,NCI-H23,-9.807276417
60750,45480520,NCI-H520,-2.98535085
60750,45480520,OCUB-M,4.21347497
60750,45480520,OV-90,0.583425894
60750,45480520,OVCAR-3,-7.512452601
60750,45480520,PA-1,-1.519807212
60750,45480520,RKO,-10.13746929
60750,45480520,RPMI-7951,-12.18811971
60750,45480520,SK-MEL-30,-7.458066731
60750,45480520,SK-MES-1,-16.39024838
60750,45480520,SK-OV-3,0.975638933
60750,45480520,SW620,-1.423346093
60750,45480520,SW837,-2.332058966
60750,45480520,T47D,-2.733624055
60750,45480520,UACC-62,-0.163878356
60750,45480520,VCAP,4.811906848
60750,24856436,A2058,22.52751282
60750,24856436,A2058,9.379160383
60750,24856436,A2780,8.225631748
60750,24856436,A375,-5.808614714
60750,24856436,A375,18.0974831
60750,24856436,A427,2.002118096
60750,24856436,A427,6.059733091
60750,24856436,COLO-320-HSR,5.316827126
60750,24856436,COLO-320-HSR,22.46526087
60750,24856436,EFM-192A,13.07347823
60750,24856436,EFM-192A,-1.826068895
60750,24856436,ES-2,6.550075075
